course;number;created_at;hiragana;katakana;kanji;kana;german;pos;key;updated_at
A1.1;5;2019-03-28;;;;<ruby><rb>魚</rb><rt>さかな</rt></ruby>;Fisch;名;;2020-01-18
A1.1;5;2019-03-28;;;;<ruby><rb>野</rb><rt>や</rt></ruby><ruby><rb>菜</rb><rt>さい</rt></ruby>;Gemüse;名;;2020-01-18
A1.1;5;2019-03-28;;;;<ruby><rb>果物</rb><rt>くだもの</rt></ruby>;Obst;名;;2020-01-18
A1.1;5;2019-03-28;;;;アイスクリーム;Eis;名;;2020-01-18
A1.1;5;2019-03-28;;;;<ruby><rb>中</rb><rt>ちゅう</rt></ruby><ruby><rb>華</rb><rt>か</rt></ruby><ruby><rb>料</rb><rt>りょう</rt></ruby><ruby><rb>理</rb><rt>り</rt></ruby>;chinesisches Gericht;名;;2020-01-18
A1.1;5;2019-03-28;;;;インド<ruby><rb>料</rb><rt>りょう</rt></ruby><ruby><rb>理</rb><rt>り</rt></ruby>;indisches Gericht;名;;2020-01-18
A1.1;5;2019-03-28;;;;<ruby><rb>辛</rb><rt>から</rt></ruby>い<ruby><rb>物</rb><rt>もの</rt></ruby>;scharfes Essen;名;;2020-01-18
A1.1;5;2019-03-28;;;;ハンバーガー;Hamburger;名;;2020-01-18
A1.1;5;2019-03-28;;;;フライドポテト;Pommes Frites;名;;2020-01-18
A1.1;5;2019-03-28;;;;イタリア<ruby><rb>料</rb><rt></rt></ruby><ruby><rb>理</rb><rt></rt></ruby>;italienisches Gericht;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby>;100;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>一</rb><rt>いち</rt></ruby>;101;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>二</rb><rt>に</rt></ruby>;102;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>三</rb><rt>さん</rt></ruby>;103;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>四</rb><rt>し</rt></ruby>・<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>四</rb><rt>よん</rt></ruby>;104;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>五</rb><rt>ご</rt></ruby>;105;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>六</rb><rt>ろく</rt></ruby>;106;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>七</rb><rt>なな</rt></ruby>・<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>七</rb><rt>しち</rt></ruby>;107;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>八</rb><rt>はち</rt></ruby>;108;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>九</rb><rt>きゅう</rt></ruby>;109;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>十</rb><rt>じゅう</rt></ruby>;110;数;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>歯</rb><rt>は</rt></ruby>;Zahn;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>葉</rb><rt>は</rt></ruby>;Blatt;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>火</rb><rt>ひ</rt></ruby>;Feuer;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>日</rb><rt>ひ</rt></ruby>;Tag;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>豆</rb><rt>とう</rt></ruby><ruby><rb>腐</rb><rt>ふ</rt></ruby>;Tofu;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>平</rb><rt>へい</rt></ruby><ruby><rb>和</rb><rt>わ</rt></ruby>;Frieden;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>本</rb><rt>ほん</rt></ruby><ruby><rb>当</rb><rt>とう</rt></ruby>;echt;形;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>好</rb><rt>す</rt></ruby>きな<ruby><rb>飲</rb><rt>の</rt></ruby>み<ruby><rb>物</rb><rt>もの</rt></ruby>は、☐ です。は、）;Mein Lieblingsgetränk ist ☐ .;文;my_favorite_drink_is;2020-01-18
A1.1;6;2019-04-04;;;;<rb>飲</rb><rt>の</rt></ruby>み<ruby><rb>物</rb><rt>もの</rt></ruby>;Getränk;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>好</rb><rt>す</rt></ruby>きな<ruby><rb>飲</rb><rt>の</rt></ruby>み<ruby><rb>物</rb><rt>もの</rt></ruby>;Lieblingsgetränk;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>水</rb><rt>みず</rt></ruby>;Wasser;名;;2020-01-18
A1.1;6;2019-04-04;;;;<ruby><rb>炭</rb><rt>たん</rt></ruby><ruby><rb>酸</rb><rt>さん</rt></ruby><ruby><rb>水</rb><rt>すい</rt></ruby>;Sprudel / Mineralwasser;名;;2020-01-18
A1.1;6;2019-04-04;;;;コーヒー;Kaffee;名;;2019-07-20
A1.1;6;2019-04-04;;;;オレンジジュース;Orangensaft;名;;2019-07-20
A1.1;6;2019-04-04;;;;リンゴジュース;Apfelsaft;名;;2019-10-22
A1.1;6;2019-04-04;;;;ビール;Bier;名;;2019-07-20
A1.1;6;2019-04-04;;;;ワイン;Wein;名;;2019-07-20
A1.1;6;2019-04-04;;;;<ruby><rb>酒</rb><rt>さけ</rt></ruby>;Sake;名;;
A1.1;6;2019-04-04;;;;コーラ;Cola;名;;
A1.1;6;2019-04-04;;;;<ruby><rb>牛乳</rb><rt>ぎゅうにゅう</rt></ruby><ruby><rb>乳</rb><rt></rt></ruby>;Milch;名;;2020-01-18
A1.1;6;2019-04-04;;;;コニヤツク;Kognak;名;;2019-10-22
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby>;1000;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>一</rb><rt>いち</rt></ruby>;1001;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>二</rb><rt>に</rt></ruby>;1002;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>三</rb><rt>さん</rt></ruby>;1003;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>四</rb><rt>し</rt></ruby>・<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>四</rb><rt>よん</rt></ruby>;1004;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>五</rb><rt>ご</rt></ruby>;1005;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>九</rb><rt>きゅう</rt></ruby><ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>九</rb><rt>きゅう</rt></ruby><ruby><rb>十</rb><rt>じゅう</rt></ruby><ruby><rb>九</rb><rt>きゅう</rt></ruby>;1999;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>二</rb><rt>に</rt></ruby><ruby><rb>千</rb><rt>せん</rt></ruby>;2000;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>三</rb><rt>さん</rt></ruby><ruby><rb>千</rb><rt>せん</rt></ruby>;3000;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>四</rb><rt>よん</rt></ruby><ruby><rb>千</rb><rt>せん</rt></ruby>;4000;数;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>好</rb><rt>す</rt></ruby>きなアイスクリームは、☐ です。;Mein Lieblingseis ist ☐ .;文;my_favorite_ice_cream_is;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>好</rb><rt>す</rt></ruby>きなアイスクリーム;Lieblingseis;名;;2020-01-18
A1.1;7;2019-04-11;;;;バニラ;Vanille;名;;
A1.1;7;2019-04-11;;;;チョコレート;Schokolade;名;;
A1.1;7;2019-04-11;;;;イチゴ;Erdbeere;名;;
A1.1;7;2019-04-11;;;;ラズベリー;Himbeere;名;;
A1.1;7;2019-04-11;;;;ナッツ;Nuss;名;;
A1.1;7;2019-04-11;;;;ヨーグルト;Joghurt;名;;
A1.1;7;2019-04-11;;;;<ruby><rb>抹</rb><rt>まつ</rt></ruby><ruby><rb>茶</rb><rt>ちゃ</rt></ruby>;Matcha;名;;2020-01-18
A1.1;7;2019-04-11;;;;マンゴー;Mango;名;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>卵</rb><rt>たまご</rt></ruby>;Ei;名;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>耳</rb><rt>みみ</rt></ruby>;Ohr;名;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>胸</rb><rt>むね</rt></ruby>;Brust;名;;2020-01-18
A1.1;7;2019-04-11;;;;<ruby><rb>目</rb><rt>め</rt></ruby>;Auge;名;;2020-01-18
A1.1;8;2019-05-02;;;;<ruby><rb>桃</rb><rt>もも</rt></ruby>;Pfirisch;名;;2020-01-18
A1.1;8;2019-05-02;;;;<ruby><rb>山</rb><rt>やま</rt></ruby>;Berg;名;;2020-01-18
A1.1;8;2019-05-02;;;;<ruby><rb>海</rb><rt>うみ</rt></ruby>;Meer / die See;名;;2020-01-18
A1.1;8;2019-05-02;;;;<ruby><rb>雪</rb><rt>ゆき</rt></ruby>;Schnee;名;;2020-01-18
A1.1;8;2019-05-02;;;;<ruby><rb>雨</rb><rt>あめ</rt></ruby>;Regen;名;;2020-01-18
A1.1;8;2019-05-02;;;;よろしく　おねがいします。;Vielen Dank.;文;;2019-05-16
A1.1;8;2019-05-02;;;;<ruby><rb>一</rb><rt>いち</rt></ruby><ruby><rb>万</rb><rt>まん</rt></ruby>;10000;数;;2020-01-19
A1.1;8;2019-05-02;;;;<ruby><rb>二</rb><rt>に</rt></ruby><ruby><rb>万</rb><rt>まん</rt></ruby>;20000;数;;2020-01-19
A1.1;8;2019-05-02;;;;<ruby><rb>十</rb><rt>じゅう</rt></ruby><ruby><rb>万</rb><rt>まん</rt></ruby>;100000;数;;2020-01-19
A1.1;8;2019-05-02;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>万</rb><rt>まん</rt></ruby>;1000000;数;;2020-01-19
A1.1;8;2019-05-02;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>万</rb><rt>まん</rt></ruby>;10000000;数;;2020-01-19
A1.1;8;2019-05-02;;;;<ruby><rb>果物</rb><rt>くだもの</rt></ruby>;Frucht;名;;2020-01-19
A1.1;8;2019-05-02;;;;<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>好</rb><rt>す</rt></ruby>きなくだものは、☐ です。;Meine Lieblingsfrucht ist ☐ .;文;my_favorite_fruit_is;2019-10-22
A1.1;8;2019-05-02;;;;<ruby><rb>林</rb><rt>りん</rt></ruby><ruby><rb>檎</rb><rt>ご</rt></ruby>;Apfel;名;;2020-01-19
A1.1;8;2019-05-02;;;;フラツクベリー;Brombeere;名;;2019-07-20
A1.1;8;2019-05-02;;;;オレンジ;Orange;名;;2019-07-20
A1.1;8;2019-05-02;;;;ナシ;Birne;名;;2019-07-20
A1.1;8;2019-05-02;;;;バナナ;Banane;名;;2019-07-20
A1.1;8;2019-05-02;;;;ブドウ;Traube;名;;2019-07-20
A1.1;8;2019-05-02;;;;アンズ;Aprikose;名;;2019-07-20
A1.1;8;2019-05-02;;;;レモン;Zitrone;名;;2019-07-20
A1.1;8;2019-05-02;;;;スイカ;Wassermelone;名;;2019-07-20
A1.1;8;2019-05-02;;;;メロン;Melone;名;;2019-07-20
A1.1;8;2019-05-02;;;;パイナップル;Ananas;名;;2019-10-22
A1.1;9;2019-05-09;;;;<ruby><rb>拉麺</rb><rt>ラーメン</rt></ruby>;Ramen;名;;2020-01-19
A1.1;9;2019-05-09;;;;<ruby><rb>折</rb><rt>お</rt></ruby>り<ruby><rb>紙</rb><rt>がみ</rt></ruby>;Origami;名;;2019-07-20
A1.1;9;2019-05-09;;;;する;machen;動;;
A1.1;9;2019-05-09;;;;なにする？;Was machen wir?;文;;
A1.1;9;2019-05-09;;;;<ruby><rb>冷</rb><rt>れい</rt></ruby><ruby><rb>蔵</rb><rt>ぞう</rt></ruby><ruby><rb>庫</rb><rt>こ</rt></ruby>;Kühlschrank;名;;2020-01-19
A1.1;9;2019-05-09;;;;お<ruby><rb>元</rb><rt>げん</rt></ruby><ruby><rb>気</rb><rt>き</rt></ruby>ですか。;Wie geht es dir? / Wie geht es Ihnen?;文;how_are_you;2020-01-19
A1.1;9;2019-05-09;;;;はい、<ruby><rb>私</rb><rt>わたし</rt></ruby>は（とても）<ruby><rb>元気</rb><rt>げんき</rt></ruby>です。;Ja, es geht mir (sehr) gut.;文;i_am_fine;2020-01-19
A1.1;9;2019-05-09;いいえ、(わたしは) げんきではありません。;;いいえ、体調が悪いです。;todo;Nein, es geht mir nicht gut.;文;i_do_not_feel_good;2020-01-19
A1.1;9;2019-05-09;;;;<ruby><rb>私</rb><rt>わたし</rt></ruby>は、<ruby><rb>病気</rb><rt>びようき</rt></ruby>です。;Ich bin krank.;文;i_am_sick;2020-01-19
A1.1;9;2019-05-09;;;;お<ruby><rb>大事</rb><rt>だいじ</rt></ruby>に!;Gute Besserung!;文;get_well;2020-01-19
A1.1;9;2019-05-09;;;;<ruby><rb>誕</rb><rt>たん</rt></ruby><ruby><rb>生</rb><rt>じょう</rt></ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Geburtstag;名;birthday;2020-01-19
A1.1;9;2019-05-09;;;;（<ruby><rb>私</rb><rt>わたし</rt></ruby>の）<ruby><rb>誕</rb><rt>たん</rt></ruby><ruby><rb>生</rb><rt>じょう</rt></ruby><ruby><rb>日</rb><rt>び</rt></ruby>は、☐<ruby><rb>月</rb><rt>つき</rt></ruby>☐<ruby><rb>日</rb><rt>にち</rt></ruby>です。;Mein Geburtstag ist am ☐  ☐ .;文;my_birthday_is;2020-01-19
A1.1;10;2019-05-16;;;;これをください。;Geben Sie mir bitte das!;文;;
A1.1;10;2019-05-16;;;;<ruby><rb>色</rb><rt>いろ</rt></ruby>;Farbe;名;;2019-07-20
A1.1;10;2019-05-16;;;;（<ruby><rb>私</rb><rt>わたし</rt></ruby>の）すきな<ruby><rb>色</rb><rt>いろ</rt></ruby>は、☐です。;Meine Lieblingsfarbe ist ☐ .;文;my_favorite_color_is;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>白</rb><rt>しろ</rt></ruby>い;weiß;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>黄</rb><rt>き</rt></ruby><ruby><rb>色</rb><rt>いろ</rt></ruby>;gelb;形;;2020-01-19
A1.1;10;2019-05-16;;;;オレンジ;orange;形;;2019-07-20
A1.1;10;2019-05-16;;;;<ruby><rb>赤</rb><rt>あか</rt></ruby>;rot;形;;2020-01-19
A1.1;10;2019-05-16;;;;ピンク;rosa;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>紫</rb><rt>むらさき</rt></ruby>;lila;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>青</rb><rt>あお</rt></ruby>;blau;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>紺</rb><rt>こん</rt></ruby>;nachtblau;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>緑</rb><rt>みどり</rt></ruby>;grün;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>灰</rb><rt>はい</rt></ruby><ruby><rb>色</rb><rt>いろ</rt></ruby>;grau;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>茶</rb><rt>ちや</rt></ruby><ruby><rb>色</rb><rt>いろ</rt></ruby>;braun;形;;2020-01-19
A1.1;10;2019-05-16;;;;ベージュ;beige;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>黒</rb><rt>くろ</rt></ruby>;schwarz;形;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>一</rb><rt>いち</rt></ruby><ruby><rb>兆</rb><rt>ちょう</rt></ruby>;1000000000000;数;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>十</rb><rt>じゅう</rt></ruby><ruby><rb>兆</rb><rt>ちょう</rt></ruby>;10000000000000;数;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>百</rb><rt>ひゃく</rt></ruby><ruby><rb>兆</rb><rt>ちょう</rt></ruby>;100000000000000;数;;2020-01-19
A1.1;10;2019-05-16;;;;<ruby><rb>千</rb><rt>せん</rt></ruby><ruby><rb>兆</rb><rt>ちょう</rt></ruby>;1000000000000000;数;;2020-01-19
A1.1;11;2019-05-23;;;;<ruby><rb>今日</rb><rt>きよう</rt></ruby>は、☐<ruby><rb>月</rb><rt>つき</rt></ruby>☐<ruby><rb>日</rb><rt>にち</rt></ruby>です。;Heute ist der ☐ ☐.;文;today_is;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Montag;名;monday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>火</rb><rt>か</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Dienstag;名;tuesday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>水</rb><rt>すい</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Mittwoch;名;wednesday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>木</rb><rt>もく</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Donnerstag;名;thursday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>金</rb><rt>きん</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Freitag;名;friday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>土</rb><rt>ど</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Samstag;名;saturday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>日</rb><rt>にち</rt></ruby><ruby><rb>曜</rb>よう</ruby><ruby><rb>日</rb><rt>び</rt></ruby>;Sonntag;名;sunday;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>月</rb><rt>げつ</rt></ruby>;Mond / Monat;名;month;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>火</rb><rt>か</rt></ruby>;Feuer;名;fire;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>水</rb><rt>すい</rt></ruby>;Wasser;名;water;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>木</rb><rt>もく</rt></ruby>;Baum;名;;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>金</rb><rt>きん</rt></ruby>;Gold / Geld;名;gold_money;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>土</rb><rt>ど</rt></ruby>;Erde;名;earth;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>日</rb><rt>にち</rt></ruby>;Tag / Sonne;名;sun_day;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>暑</rb><rt>あつ</rt></ruby>い;heiß;名;hot;2020-01-19
A1.1;13;2019-06-27;;;;<ruby><rb>寒</rb><rt>さむ</rt></ruby>い;kalt;名;cold;2020-01-19
A1.1;14;2019-07-04;;;;<ruby><rb>季</rb><rt>き</rt></ruby><ruby><rb>節</rb><rt>せつ</rt></ruby>;Jahreszeit;名;season;2020-01-19
A1.1;14;2019-07-04;;;;<ruby><rb>春</rb><rt>はる</rt></ruby>;Frühling;名;spring;2020-01-19
A1.1;14;2019-07-04;;;;<ruby><rb>夏</rb><rt>なつ</rt></ruby>;Sommer;名;summer;2020-01-19
A1.1;14;2019-07-04;;;;<ruby><rb>秋</rb><rt>あき</rt></ruby>;Herbst;名;autumn;2020-01-19
A1.1;14;2019-07-04;;;;<ruby><rb>冬</rb><rt>ふゆ</rt></ruby>;Winter;名;winter;2020-01-19
A1.2;2;2019-10-17;;;;（<ruby><rb>私</rb><rt>わたし</rt></ruby>は、）☐<ruby><rb>人</rb><rt>じん</rt></ruby>です。;Ich bin ☐.;文;i_am_from;2020-01-19
A1.2;2;2019-10-17;;;;<ruby><rb>独逸</rb><rt>ドイツ</rt></ruby>;deutsch;形;;2020-01-19
A1.2;2;2019-10-17;;;;<ruby><rb>英</rb><rt>エイ</rt></ruby><ruby><rb>語</rb><rt>ゴ</rt></ruby>;englisch;形;;2020-01-19
A1.2;2;2019-10-17;;;;<ruby><rb>日本語</rb><rt>にほんご</rt></ruby>;japanisch;形;;2020-01-19
A1.2;3;2019-10-24;;;;<ruby><rb>学</rb><rt>がこ</rt></ruby><ruby><rb>生</rb><rt>せい</rt></ruby>;Schüler(in), Student(in);名;;2020-01-19
A1.2;3;2019-10-24;かいしやいん;;todo;;Arbeiter(in), Angestellte(r);名;;
A1.2;3;2019-10-24;じえいぎようしや;;todo;;Selbstständige(r);名;;
A1.2;3;2019-10-24;;;;<ruby><rb>主</rb><rt>しや</rt></ruby><ruby><rb>婦</rb><rt>ふ</rt></ruby>;Hausfrau, Hausmann;名;;2020-01-19
A1.2;3;2019-10-24;;;;<ruby><rb>年</rb><rt>ねん</rt></ruby><ruby><rb>金</rb><rt>きん</rt></ruby><ruby><rb>受</rb><rt>じゅ</rt></ruby><ruby><rb>給</rb><rt>きゅう</rt></ruby><ruby><rb>者</rb><rt>しゃ</rt></ruby>;Rentner(in);名;;2020-01-19
A1.2;3;2019-10-24;むしよく;;todo;;Arbeitslose(r);名;;
A1.2;3;2019-10-24;ぎじゆつしや;;todo;;Techniker(in);名;;
A1.2;3;2019-10-24;;;;エンジニア;Ingenieur(in);名;;
A1.2;3;2019-10-24;ぞうえんし;;todo;;Gartenarchitekt;名;;
A1.2;5;2019-11-14;;;;<ruby><rb>医</rb><rt>い</rt></ruby><ruby><rb>者</rb><rt>しや</rt></ruby>;Arzt/Ärztin;名;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>目</rb><rt>め</rt></ruby>;Auge;名;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>目</rb><rt>め</rt></ruby><ruby><rb>医</rb><rt>い</rt></ruby><ruby><rb>者</rb><rt>しや</rt></ruby>;Augenarzt/Augenärztin;名;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>歯</rb><rt>は</rt></ruby>;Zahn;名;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>歯</rb><rt>は</rt></ruby><ruby><rb>医</rb><rt>い</rt></ruby><ruby><rb>者</rb><rt>しや</rt></ruby>;Zahnarzt/Zahnärztin;名;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>初</rb><rt>はじ</rt></ruby>めまして;Angenehm!/Sehr erfreut!;文;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>会</rb><rt>かい</rt></ruby><ruby><rb>社</rb><rt>しゃ</rt></ruby>;Firma;名;;2020-01-19
A1.2;5;2019-11-14;;;;<ruby><rb>会</rb><rt>かい</rt></ruby><ruby><rb>社</rb><rt>しゃ</rt></ruby><ruby><rb>員</rb><rt>いん</rt></ruby> ;Firmenangestellte(-r);名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>済</rb><rt>す</rt></ruby>みません;Entschuldigen Sie, bitte!;文;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>名</rb><rt>な</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>;Name;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>仕</rb><rt>し</rt></ruby><ruby><rb>事</rb><rt>ごと</rt></ruby>;Beruf/Arbeit;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>魚</rb><rt>さかな</rt></ruby>;Fisch;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>魚</rb><rt>さかな</rt></ruby><ruby><rb>屋</rb><rt>や</rt></ruby>;Fischgeschäft;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>花</rb><rt>はな</rt></ruby>;Blume;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>花</rb><rt>はな</rt></ruby><ruby><rb>屋</rb><rt>や</rt></ruby>;Blumenladen;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>寿</rb><rt>す</rt></ruby><ruby><rb>司</rb><rt>し</rt></ruby>;Sushi;名;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>寿</rb><rt>す</rt></ruby><ruby><rb>司</rb><rt>し</rt></ruby><ruby><rb>屋</rb><rt>や</rt></ruby>;Sushi-Restaurant;名;;2020-01-19
A1.2;6;2019-11-21;;;;パン;Brot;名;;2020-01-19
A1.2;6;2019-11-21;;;;パン<ruby><rb>屋</rb><rt>や</rt></ruby>;Bäckerei;名;;2020-01-19
A1.2;6;2019-11-21;;;;では・じや;nun, bis dann;;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>又</rb><rt>また</rt></ruby>;wieder;;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>明</rb><rt>あ</rt></ruby><ruby><rb>日</rb><rt>した</rt></ruby>;morgen;;;2020-01-19
A1.2;6;2019-11-21;;;<ruby><rb>来</rb><rt>らい</rt></ruby><ruby><rb>週</rb><rt>しゅう</rt></ruby>;<ruby><rb>来</rb><rt>らい</rt></ruby><ruby><rb>週</rb><rt>しゅう</rt></ruby>;nächste Woche;;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>明</rb><rt>あ</rt></ruby><ruby><rb>日</rb><rt>した</rt></ruby><ruby><rb>来</rb><rt>らい</rt></ruby><ruby><rb>週</rb><rt>しゅう</rt></ruby>;Bis nächste Woche!;文;;2020-01-19
A1.2;6;2019-11-21;;;;<ruby><rb>左</rb><rt>さ</rt></ruby><ruby><rb>様</rb><rt>よう</rt></ruby>なら;Auf Wiedersehen!;文;;2020-01-19
A1.2;6;2019-11-21;;;;お<ruby><rb>休</rb><rt>やす</rt></ruby>みなさい ;Gute Nacht!;文;;2020-01-19
A1.2;6;2019-11-21;;;;バイバイ;Tschüss!;文;;
A1.2;6;2019-11-21;;;;これ;das hier;;;
A1.2;6;2019-11-21;;;;それ;das da;;;
A1.2;6;2019-11-21;;;;でも;aber;;;
A1.2;6;2019-11-21;;;;どれ;welches;;;
A1.2;6;2019-11-21;;;;<ruby><rb>箸</rb><rt>はし</rt></ruby>;Essstäbchen;名;;2020-01-19
